id,name,language,functions,functions_with_kw,keywords/global.json,keywords/nonlocal.json,keywords/globals.json,keywords/locals.json,keywords/inspect.json,keywords/import.json,keywords/from_import.json,keywords/builtins.json,parse_error
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002090505.py,python,19,0,0,0,0,0,0,0,0,0,89:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241015084835.py,python,33,0,0,0,0,0,0,0,0,0,252:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241010142017.py,python,79,0,0,0,0,0,0,0,0,0,28:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241021144831.py,python,87,0,0,0,0,0,0,0,0,0,962:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002083509.py,python,15,0,0,0,0,0,0,0,0,0,74:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009090706.py,python,25,0,0,0,0,0,0,0,0,0,129:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002084326.py,python,17,0,0,0,0,0,0,0,0,0,85:17
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017154825.py,python,85,0,0,0,0,0,0,0,0,0,980:19
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240925092231.py,python,6,0,0,0,0,0,0,0,0,0,32:21
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240930142758.py,python,6,0,0,0,0,0,0,0,0,0,35:17
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test3_20240902133352.py,python,0,0,0,0,0,0,0,0,0,0,1:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241010142129.py,python,79,0,0,0,0,0,0,0,0,0,28:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241007143949.py,python,19,0,0,0,0,0,0,0,0,0,130:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241008084244.py,python,19,0,0,0,0,0,0,0,0,0,84:77
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241015084039.py,python,82,0,0,0,0,0,0,0,0,0,539:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test3_20240904182218.py,python,0,0,0,0,0,0,0,0,0,0,6:32
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/tmuapaper_20241022133827.py,python,1,0,0,0,0,0,0,0,0,0,49:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241021152713.py,python,87,0,0,0,0,0,0,0,0,0,1023:17
456077268,projects/0/456077268-b149fe335a0a349c9d6bc1dcb3433252ba4b2f13/arcAman07-Spotify-Tree-Task-b149fe3/chess.py,python,0,0,0,0,0,0,0,0,0,0,10:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009083914.py,python,25,0,0,0,0,0,0,0,0,0,117:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test3_20240909140503.py,python,0,0,0,0,0,0,0,0,0,0,21:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240925085628.py,python,4,0,0,0,0,0,0,0,0,0,8:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002085737.py,python,18,0,0,0,0,0,0,0,0,0,84:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241008085504.py,python,20,0,0,0,0,0,0,0,0,0,91:60
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017152353.py,python,83,0,0,0,0,0,0,0,0,0,258:21
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test4_20241017152548.py,python,0,0,0,0,0,0,0,0,0,0,2:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014151615.py,python,31,0,0,0,0,0,0,0,0,0,181:83
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017145324.py,python,80,0,0,0,0,0,0,0,0,0,263:17
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241010141321.py,python,28,0,0,0,0,0,0,0,0,0,195:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017153608.py,python,85,0,0,0,0,0,0,0,0,0,608:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014153345.py,python,32,0,0,0,0,0,0,0,0,0,40:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241010141323.py,python,28,0,0,0,0,0,0,0,0,0,195:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014144824.py,python,29,0,0,0,0,0,0,0,0,0,175:37
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002084328.py,python,17,0,0,0,0,0,0,0,0,0,85:17
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241023084017.py,python,89,0,0,0,0,0,0,0,0,0,1043:56
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241010145616.py,python,82,0,0,0,0,0,0,0,0,0,542:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240925092358.py,python,7,0,0,0,0,0,0,0,0,0,32:21
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009084128.py,python,25,0,0,0,0,0,0,0,0,0,121:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test4_20241017152736.py,python,0,0,0,0,0,0,0,0,0,0,10:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240925091208.py,python,5,0,0,0,0,0,0,0,0,0,28:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241015085308.py,python,82,0,0,0,0,0,0,0,0,0,234:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009091929.py,python,28,0,0,0,0,0,0,0,0,0,166:27
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test4_20241017154915.py,python,0,0,0,0,0,0,0,0,0,0,18:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241010150016.py,python,83,0,0,0,0,0,0,0,0,0,544:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241007143924.py,python,19,0,0,0,0,0,0,0,0,0,128:15
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002085525.py,python,18,0,0,0,0,0,0,0,0,0,82:47
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test3_20240904181737.py,python,0,0,0,0,0,0,0,0,0,0,4:9
160894158,projects/0/160894158-bc60d1b59d5e51971cce505d130fa2862301601e/cms-lpc-llp-h-to-ss1ss2-madgraph-bc60d1b/mg5_amc_output/ppTohToSS1SS2_SS1Tobb_SS2Toveve/bin/internal/histograms.py,python,67,1,0,0,0,0,0,1,0,0,3508:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241021152617.py,python,87,0,0,0,0,0,0,0,0,0,1022:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241023085006.py,python,89,0,0,0,0,0,0,0,0,0,612:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002091835.py,python,19,0,0,0,0,0,0,0,0,0,104:17
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240930144102.py,python,10,0,0,0,0,0,0,0,0,0,53:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009090717.py,python,25,0,0,0,0,0,0,0,0,0,127:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014152222.py,python,32,0,0,0,0,0,0,0,0,0,186:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241023084400.py,python,89,0,0,0,0,0,0,0,0,0,1047:54
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241015083837.py,python,82,0,0,0,0,0,0,0,0,0,537:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241008091151.py,python,22,0,0,0,0,0,0,0,0,0,124:5
121547621,projects/0/121547621-af3ac387e09dbb1289b3475ee807ad930de82efe/mobajunior-Deep-Learning-af3ac38/VGG/scripts/data_utils.py,python,42,2,0,0,0,0,0,1,1,0,591:34
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240925085507.py,python,3,0,0,0,0,0,0,0,0,0,13:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241023090757.py,python,89,0,0,0,0,0,0,0,0,0,1083:21
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017155048.py,python,85,0,0,0,0,0,0,0,0,0,981:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014144436.py,python,29,0,0,0,0,0,0,0,0,0,174:44
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017155647.py,python,87,0,0,0,0,0,0,0,0,0,984:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240925092325.py,python,6,0,0,0,0,0,0,0,0,0,32:21
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014152414.py,python,32,0,0,0,0,0,0,0,0,0,187:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241010141032.py,python,28,0,0,0,0,0,0,0,0,0,193:15
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241023091452.py,python,89,0,0,0,0,0,0,0,0,0,1074:66
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014144732.py,python,29,0,0,0,0,0,0,0,0,0,175:23
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002085732.py,python,18,0,0,0,0,0,0,0,0,0,84:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017145558.py,python,82,0,0,0,0,0,0,0,0,0,266:21
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014151718.py,python,31,0,0,0,0,0,0,0,0,0,193:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017155357.py,python,87,0,0,0,0,0,0,0,0,0,1104:13
467246960,projects/0/467246960-5349e974795871331aa77a8bf75a319ad85a6e7a/AndreyZen-iSeals-5349e97/Design/bin/Debug/Python34/Lib/test/badsyntax_future8.py,python,1,0,0,0,0,0,0,0,0,0,3:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014152146.py,python,32,0,0,0,0,0,0,0,0,0,186:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241023084018.py,python,89,0,0,0,0,0,0,0,0,0,1043:58
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241023083850.py,python,89,0,0,0,0,0,0,0,0,0,1043:51
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017151128.py,python,82,0,0,0,0,0,0,0,0,0,271:21
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241023090808.py,python,89,0,0,0,0,0,0,0,0,0,1082:24
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241017153921.py,python,85,0,0,0,0,0,0,0,0,0,614:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test3_20240909140605.py,python,0,0,0,0,0,0,0,0,0,0,21:56
511291271,projects/0/511291271-ea9db3199125bad1ac9a3a826618e44de146d90a/LizavetaVintsek-ScientificComputingWithPython-ea9db31/7. Exceptions (itertools)/HomeWork7.2.py,python,10,0,0,0,0,0,0,0,0,0,21:32
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009090711.py,python,25,0,0,0,0,0,0,0,0,0,127:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/tmuapaper_20241022133825.py,python,1,0,0,0,0,0,0,0,0,0,49:1
344524463,projects/0/344524463-8b93a4f8f58373b623bdf7b15264f5de3ceb375f/castlejun-2-Algorithm-8b93a4f/Baekjoon Online Judge/Greedy/BOJ (1439).py,python,0,0,0,0,0,0,0,0,0,0,12:7
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241002085659.py,python,18,0,0,0,0,0,0,0,0,0,84:5
754405048,projects/0/754405048-9242e1a539f607bf1d71d17f5ef026442938313f/Yassir0123-alx-higher_level_programming-9242e1a/0x03-python-data_structures/100-test_lists.py,python,0,0,0,0,0,0,0,0,0,0,1:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241015084144.py,python,81,0,0,0,0,0,0,0,0,0,232:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014152743.py,python,33,0,0,0,0,0,0,0,0,0,39:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test1_20240828110942.py,python,0,0,0,0,0,0,0,0,0,0,10:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240925091043.py,python,4,0,0,0,0,0,0,0,0,0,25:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241014155140.py,python,82,0,0,0,0,0,0,0,0,0,540:17
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test3_20240904181747.py,python,0,0,0,0,0,0,0,0,0,0,5:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240930145501.py,python,13,0,0,0,0,0,0,0,0,0,28:8
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/machinePlayer_20241010144521.py,python,0,0,0,0,0,0,0,0,0,0,3:1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test2_20240820144108.py,python,2,0,0,0,0,0,0,0,0,0,10:23
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/test1_20240828110021.py,python,0,0,0,0,0,0,0,0,0,0,9:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241014153441.py,python,33,0,0,0,0,0,0,0,0,0,39:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009084805.py,python,25,0,0,0,0,0,0,0,0,0,123:13
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009083615.py,python,24,0,0,0,0,0,0,0,0,0,116:9
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241009092027.py,python,28,0,0,0,0,0,0,0,0,0,169:72
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20240930144109.py,python,10,0,0,0,0,0,0,0,0,0,53:5
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/Scrabble_20241021145620.py,python,87,0,0,0,0,0,0,0,0,0,1092:25
