id,path,name,position,language,loc,words,keywords/builtins.json,keywords/from_import.json,keywords/global.json,keywords/globals.json,keywords/import.json,keywords/inspect.json,keywords/locals.json,keywords/nonlocal.json,loop_statements,loop_nestings,if_statements,if_nestings,functions_calls,function_calls_nestings,params,param_kw_match,return_kw_match,parse_error
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/150-1,__setstate__,150:1,python,5,21,0,0,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/387-1,get_build_platform,387:1,python,22,74,0,1,0,0,0,0,0,0,0,0,1,1,8,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/570-5,_build_master,570:5,python,18,31,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/1439-5,run_script,1439:5,python,22,91,0,1,0,0,0,0,0,0,0,0,2,1,17,3,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/3048-1,issue_warning,3048:1,python,11,28,0,0,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/3230-1,_initialize,3230:1,python,9,34,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py.functions/3242-1,_initialize_master_working_set,3242:1,python,37,99,0,0,0,1,0,0,1,0,0,0,0,0,11,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/185-1,configure_follower,185:1,python,10,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/213-1,restore_important_follower_config,213:1,python,9,29,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/224-1,read_config,224:1,python,4,13,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/230-1,pre_begin,230:1,python,6,24,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/242-1,post_begin,242:1,python,16,60,0,5,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/260-1,_log,260:1,python,11,34,0,0,1,0,1,0,0,0,0,0,2,1,7,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/307-1,_setup_options,307:1,python,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/319-1,_monkeypatch_cdecimal,319:1,python,5,13,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/327-1,_init_symbols,327:1,python,4,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/334-1,_engine_uri,334:1,python,37,120,0,3,0,0,0,0,0,0,3,2,6,2,12,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/380-1,_setup_requirements,380:1,python,17,45,0,2,0,0,0,0,0,0,1,1,1,1,6,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/400-1,_prep_testing_database,400:1,python,54,131,0,4,0,0,0,0,0,0,4,2,4,2,21,4,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/457-1,_reverse_topological,457:1,python,5,14,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/465-1,_post_setup_options,465:1,python,5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/473-1,_setup_profiling,473:1,python,6,17,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/testing/plugin/plugin_base.py.functions/732-1,set_fixture_functions,732:1,python,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/linecache.py.functions/30-1,clearcache,30:1,python,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/350-1,_popen,350:1,python,18,57,0,0,0,0,1,0,0,0,0,0,2,2,5,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/433-1,_arp_getnode,433:1,python,25,71,0,0,0,0,1,0,0,0,0,0,3,1,8,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/493-1,_ipconfig_getnode,493:1,python,28,119,0,0,0,0,2,0,0,0,2,2,2,2,13,3,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/522-1,_netbios_getnode,522:1,python,34,128,0,0,0,0,1,0,0,0,1,1,5,1,18,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/568-1,_load_system_functions,568:1,python,82,162,0,0,1,0,3,0,0,0,1,1,4,1,18,3,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/659-1,_windll_getnode,659:1,python,7,28,0,0,0,0,1,0,0,0,0,0,1,1,5,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/667-1,_random_getnode,667:1,python,14,15,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/709-1,getnode,709:1,python,20,97,0,0,1,0,0,0,0,0,1,1,2,1,2,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/733-1,uuid1,733:1,python,38,151,0,0,1,0,2,0,0,0,0,0,4,1,8,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/772-1,uuid3,772:1,python,5,38,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/uuid.py.functions/782-1,uuid5,782:1,python,5,39,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_internal/utils/compat.py.functions/263-5,get_terminal_size,263:5,python,31,103,0,0,0,0,3,0,0,0,0,0,3,1,13,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/lib2to3/pgen2/grammar.py.functions/115-5,report,115:5,python,14,45,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/click/decorators.py.functions/253-1,version_option,253:1,python,54,236,0,0,0,0,1,0,0,0,2,2,7,2,18,2,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/click/termui.py.functions/51-1,hidden_prompt_func,51:1,python,4,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,none
