id,name,language,functions,functions_with_kw,keywords/builtins.json,keywords/from_import.json,keywords/global.json,keywords/globals.json,keywords/import.json,keywords/inspect.json,keywords/locals.json,keywords/nonlocal.json,parse_error
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/ldap3/protocol/rfc4512.py,python,39,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/orm/strategies.py,python,77,0,0,0,0,0,0,0,0,0,none
127101709,imp_projects4/0/127101709-aa0ca66c23ba379efaa869d68db5670cc388f2e5/ZZYuting-car-detection-using-retinanet-aa0ca66/Detectron/detectron/roi_data/minibatch.py,python,3,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/dns/tokenizer.py,python,34,0,0,0,0,0,0,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_internal/models/index.py,python,2,0,0,0,0,0,0,0,0,0,none
234945723,imp_projects4/0/234945723-f8961b7da0fb3c4c6a5ae83a65d3fbacdd86baa9/xsolinsx-AISashaBot-f8961b7/plugins/optional/flame.py,python,7,0,0,0,0,0,0,0,0,0,none
11185806,imp_projects4/0/11185806-1e726cdf02fa5fbbe1090778f5730048c565d7a5/remig-brickr-1e726cd/config.py,python,0,0,0,0,0,0,0,0,0,0,none
715094262,imp_projects4/0/715094262-d7a1a6e448a6017d41518ce7ae58890c186f5ef9/ndido98-acida-d7a1a6e/acida.py,python,10,0,0,0,0,0,0,0,0,0,none
613263825,imp_projects4/0/613263825-f43825b09e4ff1a02009acba996d7843fbe7ab9d/codeXii-alx-higher_level_programming-f43825b/0x0F-python-object_relational_mapping/9-model_state_filter_a.py,python,0,0,0,0,0,0,0,0,0,0,none
10711680,imp_projects4/0/10711680-f48da0cde3fc9e6c19e9b7939dc9d90b5416fa17/morgancormier-corobot-f48da0c/phidget_servo/src/PhidgetServo/srv/_SetEngaged.py,python,12,0,0,0,0,0,0,0,0,0,none
613263825,imp_projects4/0/613263825-f43825b09e4ff1a02009acba996d7843fbe7ab9d/codeXii-alx-higher_level_programming-f43825b/0x11-python-network_1/6-post_email.py,python,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_internal/commands/check.py,python,1,0,0,0,0,0,0,0,0,0,none
305534172,imp_projects4/0/305534172-3c4b183f032f925689d300670cad691572ea4bf0/juank-dev-holbertonschool-web_back_end-3c4b183/0x0D-NoSQL/12-log_stats.py,python,0,0,0,0,0,0,0,0,0,0,none
127101709,imp_projects4/0/127101709-aa0ca66c23ba379efaa869d68db5670cc388f2e5/ZZYuting-car-detection-using-retinanet-aa0ca66/Detectron/detectron/modeling/FPN.py,python,17,0,0,0,0,0,0,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/cachecontrol/serialize.py,python,10,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pygments/styles/rainbow_dash.py,python,0,0,0,0,0,0,0,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/setuptools/_itertools.py,python,1,0,0,0,0,0,0,0,0,0,none
233376576,imp_projects4/0/233376576-03a9a2f72e4bb03a79dcca9e8c26fe40a0d280ec/chiehting-lab-03a9a2f/python/p2p-nat-hole-punching/node2.py,python,5,0,0,0,0,0,0,0,0,0,none
105887056,imp_projects4/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW1/layout.py,python,14,1,0,1,1,0,0,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/utils/distutils_args.py,python,1,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/flask/sessions.py,python,21,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/cffi/__init__.py,python,0,0,0,0,0,0,0,0,0,0,none
539077634,imp_projects4/0/539077634-ec8c00ef7744e0303214ece67f0c94141fc3848e/sdht010902-12-ec8c00e/sh/scripts/ch10.py,python,1,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/idlelib/idle_test/test_multicall.py,python,5,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/asyncio/coroutines.py,python,18,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pygments/lexers/eiffel.py,python,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Scripts/rst2odt_prepstyles.py,python,2,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/web/pgadmin/preferences/__init__.py,python,10,0,0,0,0,0,0,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/evaluation/coding/check.py,python,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/logging/handlers.py,python,67,3,0,1,0,0,3,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_internal/models/candidate.py,python,3,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/xml/sax/expatreader.py,python,38,0,0,0,0,0,0,0,0,0,none
6443219,imp_projects4/0/6443219-0af2d7e438accd01a0d6d5763b7a3211dc246f00/simkovic-Chase-0af2d7e/code/ReplayData.py,python,18,4,0,3,0,0,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/zipimport.py,python,30,6,1,4,1,0,1,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/flask_login/__init__.py,python,0,0,0,0,0,0,0,0,0,0,none
559112681,imp_projects4/0/559112681-ca78f2b669214613e7d42ac3c146b9250318826a/alexs2112-YoutubeMP3Downloader-ca78f2b/song.py,python,5,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/web/pgadmin/browser/server_groups/servers/databases/schemas/catalog_objects/__init__.py,python,10,0,0,0,0,0,0,0,0,0,none
610643972,imp_projects4/0/610643972-fb1f5832b721edcf5eeaaee98d66bb42633bf0b5/n57uctf-yetictf-2023-finals-fb1f583/store-api/store-api/tokens/serializers.py,python,0,0,0,0,0,0,0,0,0,0,none
363120109,imp_projects4/0/363120109-da3e28f576ba284ffdfc498c8eab2d63c7420f83/devineniraghava-Recirculation-da3e28f/Outdoor_CO2.py,python,4,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/werkzeug/wrappers/json.py,python,8,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/idlelib/idle_test/test_config.py,python,59,1,0,1,0,0,0,0,0,0,none
176405072,imp_projects4/0/176405072-b1d5050827327c6e3341118f287f2c4fdd20d7e8/byund-shiftsystem-test-b1d5050/workerFunctions.py,python,19,0,0,0,0,0,0,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/pygments/cmdline.py,python,8,3,0,0,0,0,3,0,0,0,none
656818159,imp_projects4/0/656818159-ed5f7f66dcb04404c4f83895b69ba6096e3b6de5/michelre-detective-box-2-api-ed5f7f6/migrations/env.py,python,2,0,0,0,0,0,0,0,0,0,none
21394043,imp_projects4/0/21394043-8df524dccbc8f1f0c5bbc0251b27fcde0e91fc49/MicronOxford-OMXeditor-8df524d/datadoc.py,python,27,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/shelve.py,python,23,1,0,0,0,0,1,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/setuptools/_distutils/py38compat.py,python,1,1,0,0,0,0,1,0,0,0,none
259691835,imp_projects4/0/259691835-ec8bd82d5972189acf1826efa9a54b12c59b57bc/hosniadel666-cs50-psets-ec8bd82/pset6/readability.py,python,3,0,0,0,0,0,0,0,0,0,none
770928505,imp_projects4/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/urllib3/response.py,python,44,0,0,0,0,0,0,0,0,0,none
10711680,imp_projects4/0/10711680-f48da0cde3fc9e6c19e9b7939dc9d90b5416fa17/morgancormier-corobot-f48da0c/phidget_servo/src/PhidgetServo/msg/__init__.py,python,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/encodings/iso8859_2.py,python,5,0,0,0,0,0,0,0,0,0,none
601906241,imp_projects4/0/601906241-38385e8e4cf465dffe7e0db7f5e1246d171a9e08/chrishamblin7-circuit_explorer-38385e8/configs/resnet18_config.py,python,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/web/pgadmin/browser/server_groups/servers/pgagent/schedules/__init__.py,python,15,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/dns/rdtypes/IN/NSAP.py,python,5,0,0,0,0,0,0,0,0,0,none
601906241,imp_projects4/0/601906241-38385e8e4cf465dffe7e0db7f5e1246d171a9e08/chrishamblin7-circuit_explorer-38385e8/configs/vgg11_bn_config.py,python,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/virtualenv/activation/python/activate_this.py,python,0,0,0,0,0,0,0,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/urllib3/response.py,python,43,0,0,0,0,0,0,0,0,0,none
284514572,imp_projects4/0/284514572-f1fbe08ece2587e6bfcd7d9ccee50cb0a57b16d3/Mamuntheprogrammer-GDriveLinker-f1fbe08/Pygems_GDriveLinker_updated.py,python,9,0,0,0,0,0,0,0,0,0,none
610643972,imp_projects4/0/610643972-fb1f5832b721edcf5eeaaee98d66bb42633bf0b5/n57uctf-yetictf-2023-finals-fb1f583/store-api/store-api/promocodes/migrations/0004_alter_promocodes_options_remove_promocodes_amount_and_more.py,python,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlparse/__init__.py,python,4,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/getopt.py,python,9,0,0,0,0,0,0,0,0,0,none
236927631,imp_projects4/0/236927631-411b05cfcfe2bfdbdaa09dd276113dca9dc4007f/bk-cva-Car-Virtual-Assistant-411b05c/src/nlu/bert/modeling.py,python,27,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/idlelib/idle_test/test_pathbrowser.py,python,8,0,0,0,0,0,0,0,0,0,none
371602227,imp_projects4/0/371602227-f707235c1f9236a86da44b45a06f2e9d7d094ed4/JaideepPrasad-Data-Science-f707235/Python Projects/Sudoku_w_Backtraking/Main.py,python,2,0,0,0,0,0,0,0,0,0,none
305534172,imp_projects4/0/305534172-3c4b183f032f925689d300670cad691572ea4bf0/juank-dev-holbertonschool-web_back_end-3c4b183/0x06-Basic_authentication/models/user.py,python,5,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pip/_vendor/urllib3/packages/rfc3986/compat.py,python,2,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/babel/messages/frontend.py,python,24,0,0,0,0,0,0,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/cachecontrol/caches/file_cache.py,python,8,1,0,1,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/virtualenv/activation/cshell/__init__.py,python,2,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/click/globals.py,python,4,0,0,0,0,0,0,0,0,0,none
656818159,imp_projects4/0/656818159-ed5f7f66dcb04404c4f83895b69ba6096e3b6de5/michelre-detective-box-2-api-ed5f7f6/migrations/versions/1d83b2ea78ce_character_with_user.py,python,2,0,0,0,0,0,0,0,0,0,none
428375470,imp_projects4/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/packaging/tags.py,python,28,0,0,0,0,0,0,0,0,0,none
656818159,imp_projects4/0/656818159-ed5f7f66dcb04404c4f83895b69ba6096e3b6de5/michelre-detective-box-2-api-ed5f7f6/api/routers/event.py,python,3,0,0,0,0,0,0,0,0,0,none
601906241,imp_projects4/0/601906241-38385e8e4cf465dffe7e0db7f5e1246d171a9e08/chrishamblin7-circuit_explorer-38385e8/circuit_explorer/circuit_visualizer/circuit_gui.py,python,3,0,0,0,0,0,0,0,0,0,none
99843425,imp_projects4/0/99843425-d97cbfa3b89485a3bbe968b7d712c4d849c43c26/lozuwa-automatic_digital_microscope_open_source_version-d97cbfa/MicroscopeProt6/Controller/Controller/wsgi.py,python,0,0,0,0,0,0,0,0,0,0,none
322764981,imp_projects4/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/sql/functions.py,python,41,0,0,0,0,0,0,0,0,0,none
384746716,imp_projects4/0/384746716-b09f58e9c4664fa9842eead95b3e54a8027870e2/neuronic-ai-OV_Data_Bridge-b09f58e/event/urls.py,python,0,0,0,0,0,0,0,0,0,0,none
277719367,imp_projects4/0/277719367-899d4d0ec3ef9bf7be79d58ff05d686358db4a15/JadeSpringLee-myblogs-899d4d0/myblogs/extensions.py,python,1,1,0,1,0,0,0,0,0,0,none
233376576,imp_projects4/0/233376576-03a9a2f72e4bb03a79dcca9e8c26fe40a0d280ec/chiehting-lab-03a9a2f/python/redis-connection-remote/main.py,python,0,0,0,0,0,0,0,0,0,0,none
